plot_name,plot_id,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,cassava mosaic disease incidence 3-month evaluation			|CO_334:0000196,cassava mosaic disease severity 3-month evaluation			|CO_334:0000192,petiole color visual rating 1-9			|CO_334:0000023,plant height measurement in cm			|CO_334:0000018,STE			|CO_334:0000257,apical pubescence visual rating 0-2			|CO_334:0000309,apical pubescence visual rating 0-7			|CO_334:0000026,first apical branch height measurement in cm			|CO_334:0000106,initial plant vigor assessment 1-5			|CO_334:0000220,initial vigor assessment 1-7			|CO_334:0000009,stem color visual scoring 1-4			|CO_334:0000062,Broken Stem,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0017_174,3495632,TMS21F1979P0017,174,1,,1,,,,,,66,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0018_175,3492167,TMS21F1979P0018,175,1,,1,,,,,,74.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0019_176,3494076,TMS21F1979P0019,176,1,,1,,,,,,71.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0020_177,3494883,TMS21F1979P0020,177,1,,1,,,,,,74.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0021_178,3494920,TMS21F1979P0021,178,1,,1,,,,,,122.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0022_179,3490879,TMS21F1979P0022,179,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0023_180,3492573,TMS21F1979P0023,180,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0024_181,3492119,TMS21F1979P0024,181,1,,1,,,,,,112,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0025_182,3494759,TMS21F1979P0025,182,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0026_183,3491894,TMS21F1979P0026,183,1,,1,,,,,,86.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0027_184,3494116,TMS21F1979P0027,184,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0028_185,3491705,TMS21F1979P0028,185,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0029_186,3491410,TMS21F1979P0029,186,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0030_187,3491233,TMS21F1979P0030,187,1,,1,,,,,,120,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0031_188,3495881,TMS21F1979P0031,188,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0032_189,3494526,TMS21F1979P0032,189,1,,1,,,,,,120.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0033_190,3494665,TMS21F1979P0033,190,1,,1,,,,,,110.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0034_191,3492400,TMS21F1979P0034,191,1,,1,,,,,,100.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0035_192,3495594,TMS21F1979P0035,192,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0036_193,3495093,TMS21F1979P0036,193,1,,1,,,,,,121.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0037_194,3495090,TMS21F1979P0037,194,1,,1,,,,,,105.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0038_195,3494579,TMS21F1979P0038,195,1,,1,,,,,,89,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0039_196,3493878,TMS21F1979P0039,196,1,,1,,,,,,119.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0040_197,3495056,TMS21F1979P0040,197,1,,1,,,,,,98.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0041_198,3492613,TMS21F1979P0041,198,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1979P0042_199,3493852,TMS21F1979P0042,199,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1980P0001_200,3496432,TMS21F1980P0001,200,1,,1,,,,,,113,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1980P0002_201,3493910,TMS21F1980P0002,201,1,,1,,,,,,116.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1980P0003_202,3493114,TMS21F1980P0003,202,1,,1,,,,,,81.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1980P0004_203,3494902,TMS21F1980P0004,203,1,,1,,,,,,65,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1980P0005_204,3492772,TMS21F1980P0005,204,1,,1,,,,,,65.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0001_205,3493294,TMS21F1981P0001,205,1,,1,,,,,,110.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0002_206,3494203,TMS21F1981P0002,206,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0003_207,3496654,TMS21F1981P0003,207,1,,1,,,,,,112.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0004_208,3491196,TMS21F1981P0004,208,1,,1,,,,,,97.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0005_209,3495744,TMS21F1981P0005,209,1,,1,,,,,,78,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0006_210,3495778,TMS21F1981P0006,210,1,,1,,,,,,132.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1981P0007_211,3496274,TMS21F1981P0007,211,1,,1,,,,,,124.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0001_212,3495716,TMS21F1982P0001,212,1,,1,,,,,,138,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0002_213,3491936,TMS21F1982P0002,213,1,,1,,,,,,94,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0003_214,3494441,TMS21F1982P0003,214,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0004_215,3494290,TMS21F1982P0004,215,1,,1,,,,,,89.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0005_216,3494590,TMS21F1982P0005,216,1,,1,,,,,,106,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0006_217,3495429,TMS21F1982P0006,217,1,,1,,,,,,119.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0007_218,3496250,TMS21F1982P0007,218,1,,1,,,,,,46,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0008_219,3495649,TMS21F1982P0008,219,1,,1,,,,,,9.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0009_220,3491100,TMS21F1982P0009,220,1,,1,,,,,,70.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0010_221,3491680,TMS21F1982P0010,221,1,,1,,,,,,100.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0011_222,3491960,TMS21F1982P0011,222,1,,1,,,,,,32.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0012_223,3494143,TMS21F1982P0012,223,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0013_224,3491170,TMS21F1982P0013,224,1,,1,,,,,,104,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0014_225,3495659,TMS21F1982P0014,225,1,,1,,,,,,107.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0015_226,3496253,TMS21F1982P0015,226,1,,1,,,,,,99.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0016_227,3495373,TMS21F1982P0016,227,1,,1,,,,,,78,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0017_228,3495609,TMS21F1982P0017,228,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0018_229,3491591,TMS21F1982P0018,229,1,,1,,,,,,80,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0019_230,3493211,TMS21F1982P0019,230,1,,1,,,,,,49,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0020_231,3494233,TMS21F1982P0020,231,1,,1,,,,,,171.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0021_232,3492764,TMS21F1982P0021,232,1,,1,,,,,,105,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0022_233,3493715,TMS21F1982P0022,233,1,,1,,,,,,119,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1982P0023_234,3491972,TMS21F1982P0023,234,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0001_235,3496057,TMS21F1983P0001,235,1,,1,,,,,,143.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0002_236,3492175,TMS21F1983P0002,236,1,,1,,,,,,146,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0003_237,3494740,TMS21F1983P0003,237,1,,1,,,,,,131,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0004_238,3494314,TMS21F1983P0004,238,1,,1,,,,,,114.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0005_239,3494145,TMS21F1983P0005,239,1,,1,,,,,,121.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0006_240,3496385,TMS21F1983P0006,240,1,,1,,,,,,117.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0007_241,3495526,TMS21F1983P0007,241,1,,1,,,,,,151,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0008_242,3492650,TMS21F1983P0008,242,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0009_243,3496149,TMS21F1983P0009,243,1,,1,,,,,,126,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0010_244,3496863,TMS21F1983P0010,244,1,,1,,,,,,139,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0011_245,3494675,TMS21F1983P0011,245,1,,1,,,,,,64.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0012_246,3494472,TMS21F1983P0012,246,1,,1,,,,,,58,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0013_247,3494733,TMS21F1983P0013,247,1,,1,,,,,,147.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0014_248,3492722,TMS21F1983P0014,248,1,,1,,,,,,154.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0015_249,3494549,TMS21F1983P0015,249,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0016_250,3492148,TMS21F1983P0016,250,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0017_251,3493636,TMS21F1983P0017,251,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1983P0018_252,3493605,TMS21F1983P0018,252,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0001_253,3493502,TMS21F1984P0001,253,1,,1,,,,,,94,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0002_254,3491199,TMS21F1984P0002,254,1,,1,,,,,,122,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0003_255,3494803,TMS21F1984P0003,255,1,,1,,,,,,116.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0004_256,3496089,TMS21F1984P0004,256,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0005_257,3496327,TMS21F1984P0005,257,1,,1,,,,,,117,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1984P0006_258,3494049,TMS21F1984P0006,258,1,,1,,,,,,112.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0001_259,3493841,TMS21F1985P0001,259,1,,1,,,,,,109,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0002_260,3491689,TMS21F1985P0002,260,1,,1,,,,,,130,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0003_261,3493862,TMS21F1985P0003,261,1,,1,,,,,,105.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0004_262,3491743,TMS21F1985P0004,262,1,,1,,,,,,96,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0005_263,3493157,TMS21F1985P0005,263,1,,1,,,,,,106.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0006_264,3491818,TMS21F1985P0006,264,1,,1,,,,,,125.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0007_265,3495181,TMS21F1985P0007,265,1,,1,,,,,,104.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1985P0008_266,3496189,TMS21F1985P0008,266,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1986P0001_267,3492673,TMS21F1986P0001,267,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1986P0002_268,3495547,TMS21F1986P0002,268,1,,1,,,,,,126,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1986P0003_269,3491039,TMS21F1986P0003,269,1,,1,,,,,,147.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1986P0004_270,3493957,TMS21F1986P0004,270,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1986P0005_271,3496834,TMS21F1986P0005,271,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0001_272,3496105,TMS21F1987P0001,272,1,,1,,,,,,83.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0002_273,3491222,TMS21F1987P0002,273,1,,1,,,,,,93,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0003_274,3492980,TMS21F1987P0003,274,1,,1,,,,,,114,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0004_275,3496885,TMS21F1987P0004,275,1,,1,,,,,,120,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0005_276,3493761,TMS21F1987P0005,276,1,,1,,,,,,116.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0006_277,3491678,TMS21F1987P0006,277,1,,1,,,,,,109,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0007_278,3494688,TMS21F1987P0007,278,1,,1,,,,,,118.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0008_279,3492932,TMS21F1987P0008,279,1,,1,,,,,,119.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0009_280,3491291,TMS21F1987P0009,280,1,,1,,,,,,95,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1987P0010_281,3493546,TMS21F1987P0010,281,1,,1,,,,,,80.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1988P0001_282,3494877,TMS21F1988P0001,282,1,,1,,,,,,136.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1988P0002_283,3493580,TMS21F1988P0002,283,1,,1,,,,,,136.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1988P0003_284,3495280,TMS21F1988P0003,284,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1989P0001_285,3492024,TMS21F1989P0001,285,1,,1,,,,,,140,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1989P0002_286,3493792,TMS21F1989P0002,286,1,,1,,,,,,146.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1989P0003_287,3492320,TMS21F1989P0003,287,1,,1,,,,,,87,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1989P0004_288,3491539,TMS21F1989P0004,288,1,,1,,,,,,146.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1989P0005_289,3493318,TMS21F1989P0005,289,1,,1,,,,,,134.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1990P0001_290,3492675,TMS21F1990P0001,290,1,,1,,,,,,146.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1990P0002_291,3495465,TMS21F1990P0002,291,1,,1,,,,,,116,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1990P0003_292,3495301,TMS21F1990P0003,292,1,,1,,,,,,119.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1990P0004_293,3493374,TMS21F1990P0004,293,1,,1,,,,,,149.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0001_294,3495455,TMS21F1991P0001,294,1,,1,,,,,,77.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0002_295,3495993,TMS21F1991P0002,295,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0003_296,3495626,TMS21F1991P0003,296,1,,1,,,,,,135.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0004_297,3494022,TMS21F1991P0004,297,1,,1,,,,,,111.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0005_298,3495310,TMS21F1991P0005,298,1,,1,,,,,,143.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0006_299,3493607,TMS21F1991P0006,299,1,,1,,,,,,125.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0007_300,3496414,TMS21F1991P0007,300,1,,1,,,,,,137,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0008_301,3496805,TMS21F1991P0008,301,1,,1,,,,,,120.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0009_302,3494141,TMS21F1991P0009,302,1,,1,,,,,,94.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0010_303,3496578,TMS21F1991P0010,303,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1991P0011_304,3496711,TMS21F1991P0011,304,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1993P0001_305,3493138,TMS21F1993P0001,305,1,,1,,,,,,129,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0001_306,3495426,TMS21F1994P0001,306,1,,1,,,,,,142.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0002_307,3496224,TMS21F1994P0002,307,1,,1,,,,,,95.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0003_308,3495150,TMS21F1994P0003,308,1,,1,,,,,,118.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0004_309,3495657,TMS21F1994P0004,309,1,,1,,,,,,126.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0005_310,3493416,TMS21F1994P0005,310,1,,1,,,,,,165.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0006_311,3491787,TMS21F1994P0006,311,1,,1,,,,,,144,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0007_312,3496334,TMS21F1994P0007,312,1,,1,,,,,,157.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0008_313,3495179,TMS21F1994P0008,313,1,,1,,,,,,138,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0009_314,3490930,TMS21F1994P0009,314,1,,1,,,,,,133.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0010_315,3494935,TMS21F1994P0010,315,1,,1,,,,,,122.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1994P0011_316,3495490,TMS21F1994P0011,316,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0001_317,3491245,TMS21F1995P0001,317,1,,1,,,,,,126,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0002_318,3496048,TMS21F1995P0002,318,1,,1,,,,,,96,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0003_319,3493251,TMS21F1995P0003,319,1,,1,,,,,,164.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0004_320,3496262,TMS21F1995P0004,320,1,,1,,,,,,136.7,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0005_321,3492662,TMS21F1995P0005,321,1,,1,,,,,,120.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1995P0006_322,3492202,TMS21F1995P0006,322,1,,1,,,,,,110,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0001_323,3495124,TMS21F1996P0001,323,1,,1,,,,,,100,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0002_324,3494144,TMS21F1996P0002,324,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0003_325,3496716,TMS21F1996P0003,325,1,,1,,,,,,109.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0004_326,3492961,TMS21F1996P0004,326,1,,1,,,,,,139,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0005_327,3491715,TMS21F1996P0005,327,1,,1,,,,,,98,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0006_328,3495598,TMS21F1996P0006,328,1,,1,,,,,,151,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0007_329,3492389,TMS21F1996P0007,329,1,,1,,,,,,104.4,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0008_330,3495797,TMS21F1996P0008,330,1,,1,,,,,,138.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0009_331,3494030,TMS21F1996P0009,331,1,,1,,,,,,125.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0010_332,3495834,TMS21F1996P0010,332,1,,1,,,,,,126,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0011_333,3492635,TMS21F1996P0011,333,1,,1,,,,,,125.3,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0012_334,3496260,TMS21F1996P0012,334,1,,1,,,,,,118,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0013_335,3491129,TMS21F1996P0013,335,1,,1,,,,,,116.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0014_336,3492527,TMS21F1996P0014,336,1,,1,,,,,,133,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0015_337,3493072,TMS21F1996P0015,337,1,,1,,,,,,128.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0016_338,3493941,TMS21F1996P0016,338,1,,1,,,,,,127,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0017_339,3492367,TMS21F1996P0017,339,1,,1,,,,,,70,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0018_340,3491376,TMS21F1996P0018,340,1,,1,,,,,,121,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1996P0019_341,3491792,TMS21F1996P0019,341,1,,1,,,,,,119.8,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0001_342,3492846,TMS21F1997P0001,342,1,,1,,,,,,145,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0002_343,3496589,TMS21F1997P0002,343,1,,1,,,,,,120.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0003_344,3496515,TMS21F1997P0003,344,1,,1,,,,,,136.2,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0004_345,3493919,TMS21F1997P0004,345,1,,1,,,,,,145.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0005_346,3495820,TMS21F1997P0005,346,1,,1,,,,,,94.5,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0006_347,3492442,TMS21F1997P0006,347,1,,1,,,,,,150.6,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1997P0007_348,3490999,TMS21F1997P0007,348,1,,1,,,,,,165,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1999P0001_349,3496748,TMS21F1999P0001,349,1,,1,,,,,,,,,,,,,,,,,,
21.GS.C6.SN.Student2.IB-rep1-TMS21F1999P0002_350,3495449,TMS21F1999P0002,350,1,,1,,,,,,139.1,,,,,,,,,,,,
